id;Name;fencer_id;tournament_id;status;first_rank;final_rank;percentile;victories;victories_perc;ts;tr;score_index
901;MAYA Danierys;327;2;Advanced;6;3;0,05;6;1,00;29;17;12
902;MĚSÍČKOVÁ Barbora;332;2;Advanced;47;47;0,82;1;0,17;13;27;-14
903;MIROVSKÁ Eliška;329;2;Advanced;54;54;0,95;0;0,00;10;29;-19
904;NEVOSADOVÁ Eliška;333;2;Advanced;36;38;0,67;2;0,33;24;23;1
905;NOVÁČKOVÁ Dominika;336;2;Advanced;24;30;0,53;4;0,67;25;22;3
906;NOVÁKOVÁ Petra;335;2;Advanced;37;39;0,68;2;0,33;20;24;-4
907;NOVOTNÁ Veronika;334;2;Advanced;35;23;0,40;3;0,43;26;21;5
908;PĚCHOVOVÁ Michala;346;2;Advanced;17;7;0,12;4;0,67;28;19;9
909;PIOVESAN Patrizia;339;2;Advanced;1;1;0,02;6;1,00;30;11;19
910;POSADA Betyumil;341;2;Advanced;4;18;0,32;6;1,00;29;14;15
911;POKORNÁ (ŠÁMALOVÁ) Anna;340;2;Advanced;7;9;0,16;6;0,86;34;15;19
912;POTOČKOVÁ Kateřina;342;2;Advanced;5;13;0,23;6;1,00;30;16;14
913;PROKŠÍKOVÁ Patricie;344;2;Advanced;15;6;0,11;4;0,67;27;17;10
914;ROŠKOVÁ Sonja;353;2;Advanced;24;33;0,58;4;0,67;25;22;3
915;SALIGEROVÁ Kateřina;355;2;Advanced;9;2;0,04;5;0,83;28;13;15
916;SEHNALOVÁ Markéta;358;2;Advanced;29;21;0,37;3;0,50;24;20;4
917;SELICHAROVÁ Gabriela;359;2;Advanced;45;45;0,79;1;0,17;15;25;-10
918;SKOČILASOVÁ Kristýna;360;2;Advanced;56;56;0,98;0;0,00;10;35;-25
919;SVOBODA (ŠEDIVÁ) Michaela;364;2;Advanced;34;22;0,39;3;0,50;24;24;0
920;SYROVÁTKOVÁ Iva;365;2;Advanced;55;55;0,96;0;0,00;7;30;-23
921;ŠEBESTOVÁ Nela;367;2;Advanced;46;46;0,81;1;0,17;17;29;-12
922;TOMANOVÁ Kateřina;373;2;Advanced;28;20;0,35;3;0,50;27;21;6
923;VINCENCOVÁ Ester;383;2;Advanced;19;29;0,51;4;0,67;26;19;7
924;VOGEL Leona_Emilia;384;2;Advanced;30;35;0,61;3;0,50;25;22;3
925;VRŠNÍKOVÁ Karolína;387;2;Advanced;52;52;0,91;0;0,00;11;30;-19
926;WEISOVÁ Kateřina;392;2;Advanced;42;42;0,74;1;0,17;23;28;-5
927;AIGERMANOVÁ Gabriela;259;3;Advanced;14;18;0,43;4;0,67;24;20;4
928;BIELESZOVÁ Veronika;263;3;Advanced;8;3;0,07;5;0,83;27;17;10
929;BOROVIČKOVÁ Hana;264;3;Advanced;40;40;0,95;0;0,00;11;30;-19
930;COUFALOVÁ Anna;270;3;Advanced;7;11;0,26;5;0,83;27;16;11
931;ČERVENKOVÁ Kateřina;274;3;Advanced;5;9;0,21;5;0,83;29;11;18
932;DIVIŠOVÁ Klára;276;3;Advanced;26;27;0,64;2;0,33;18;22;-4
933;DOUBOVÁ Dominika;278;3;Advanced;2;3;0,07;6;1,00;30;13;17
934;HABRYCHOVÁ Eva;286;3;Advanced;19;15;0,36;3;0,50;26;20;6
935;HONOMICHLOVÁ Martina;293;3;Advanced;18;26;0,62;4;0,67;24;25;-1
936;HUNČÁROVÁ Katarína;295;3;Advanced;17;20;0,48;4;0,67;21;20;1
937;CHEVALLIER Vira;269;3;Advanced;42;42;1,00;0;0,00;8;30;-22
938;JANKOVÁ Karolína;297;3;Advanced;4;17;0,40;6;1,00;30;18;12
939;JASNÁ Adéla;299;3;Advanced;21;21;0,50;3;0,50;21;19;2
940;JASNÁ Tereza;300;3;Advanced;9;12;0,29;5;0,83;27;18;9
941;JELÍNKOVÁ Martina;301;3;Advanced;39;39;0,93;0;0,00;15;30;-15
942;JÍLKOVÁ Nikola;303;3;Advanced;24;23;0,55;2;0,33;24;24;0
943;KOŘÍNKOVÁ Magdaléna;309;3;Advanced;31;16;0,38;2;0,33;19;28;-9
944;KOŘÍNKOVÁ Miroslava;310;3;Advanced;33;35;0,83;2;0,33;17;28;-11
945;KŘEČKOVÁ Kamila;317;3;Advanced;40;40;0,95;0;0,00;11;30;-19
946;KŘENKOVÁ Karolína;315;3;Advanced;15;14;0,33;4;0,67;23;19;4
947;LAŠTOVKOVÁ Marcela;320;3;Advanced;29;29;0,69;2;0,33;19;24;-5
948;LIPOVÁ Aneta;323;3;Advanced;32;34;0,81;2;0,33;18;28;-10
949;MĚSÍČKOVÁ Barbora;332;3;Advanced;33;31;0,74;2;0,33;17;28;-11
950;NÁDVORNÍKOVÁ Barbora;337;3;Advanced;28;33;0,79;2;0,33;20;25;-5
951;NEVOSADOVÁ Eliška;333;3;Advanced;20;7;0,17;3;0,50;24;19;5
952;NOVÁKOVÁ Petra;335;3;Advanced;36;37;0,88;1;0,17;23;28;-5
953;PĚCHOVOVÁ Michala;346;3;Advanced;2;2;0,05;6;1,00;30;13;17
954;POTOČKOVÁ Kateřina;342;3;Advanced;22;8;0,19;2;0,33;22;21;1
955;PROKŠÍKOVÁ Patricie;344;3;Advanced;25;24;0,57;2;0,33;21;24;-3
956;PRŮŠOVÁ Kristýna;345;3;Advanced;23;22;0,52;2;0,33;26;26;0
957;ROUBÍČKOVÁ Anna;351;3;Advanced;12;13;0,31;4;0,67;27;19;8
958;SALIGEROVÁ Kateřina;355;3;Advanced;1;1;0,02;6;1,00;30;11;19
959;SELICHAROVÁ Gabriela;359;3;Advanced;30;30;0,71;2;0,33;19;25;-6
960;SYROVÁTKOVÁ Iva;365;3;Advanced;35;36;0,86;2;0,33;15;28;-13
961;POKORNÁ (ŠÁMALOVÁ) Anna;340;3;Advanced;11;5;0,12;4;0,67;26;17;9
962;SVOBODA (ŠEDIVÁ) Michaela;364;3;Advanced;27;28;0,67;2;0,33;21;26;-5
963;ŠPATENKOVÁ Anna;369;3;Advanced;13;6;0,14;4;0,67;24;16;8
964;TŮMOVÁ Šárka;379;3;Advanced;38;38;0,90;1;0,17;13;29;-16
965;KORYCH (VACÍNOVÁ) Gabriela;308;3;Advanced;16;19;0,45;4;0,67;24;22;2
966;VINCENCOVÁ Ester;383;3;Advanced;9;25;0,60;5;0,83;27;18;9
967;VOLÁKOVÁ Hana;385;3;Advanced;6;10;0,24;5;0,83;29;16;13
968;WEISOVÁ Kateřina;392;3;Advanced;37;32;0,76;1;0,17;21;27;-6
969;AIGERMANOVÁ Gabriela;259;4;Advanced;30;23;0,50;2;0,33;24;24;0
970;BIELESZOVÁ Veronika;263;4;Advanced;3;1;0,02;5;1,00;25;11;14
971;CEJNAROVÁ Barbora;267;4;Advanced;41;42;0,91;1;0,17;14;27;-13
972;COUFALOVÁ Anna;270;4;Advanced;14;10;0,22;4;0,67;28;21;7
973;ČERNÍKOVÁ Lucie;273;4;Advanced;32;36;0,78;2;0,33;18;23;-5
974;ČERVENKOVÁ Kateřina;274;4;Advanced;4;3;0,07;5;1,00;24;14;10
975;DE VINCENZO Francesca;275;4;Advanced;25;21;0,46;2;0,40;21;20;1
976;DIVIŠOVÁ Klára;276;4;Advanced;23;20;0,43;3;0,50;27;23;4
977;DLOUHÁ Tereza;277;4;Advanced;42;43;0,93;1;0,17;13;28;-15
978;FRDLÍKOVÁ Markéta;282;4;Advanced;35;37;0,80;1;0,20;14;20;-6
979;HABRYCHOVÁ Eva;286;4;Advanced;12;25;0,54;4;0,67;28;17;11
980;HARTMANOVÁ Barbora;290;4;Advanced;26;29;0,63;2;0,40;18;17;1
981;CHEVALLIER Vira;269;4;Advanced;45;45;0,98;0;0,00;10;28;-18
982;JANKOVÁ Karolína;297;4;Advanced;8;13;0,28;5;0,83;27;19;8
983;JASNÁ Adéla;299;4;Advanced;20;3;0,07;3;0,60;21;16;5
984;JASNÁ Tereza;300;4;Advanced;1;5;0,11;6;1,00;30;12;18
985;JELÍNKOVÁ Martina;301;4;Advanced;38;39;0,85;1;0,20;8;22;-14
986;JÍLKOVÁ Nikola;303;4;Advanced;43;12;0,26;0;0,00;18;30;-12
987;KOŘÍNKOVÁ Magdaléna;309;4;Advanced;22;33;0,72;3;0,60;20;18;2
988;KOŘÍNKOVÁ Miroslava;310;4;Advanced;39;40;0,87;1;0,17;15;27;-12
989;KRAUSE Rebekka;311;4;Advanced;33;24;0,52;2;0,33;22;28;-6
990;KŘEČKOVÁ Kamila;317;4;Advanced;40;41;0,89;1;0,17;16;29;-13
991;KŘENKOVÁ Karolína;315;4;Advanced;20;11;0,24;3;0,60;21;16;5
992;LAŠTOVKOVÁ Marcela;320;4;Advanced;36;32;0,70;1;0,20;15;22;-7
993;LIPOVÁ Aneta;323;4;Advanced;44;44;0,96;0;0,00;11;25;-14
994;MĚSÍČKOVÁ Barbora;332;4;Advanced;17;26;0,57;4;0,67;26;21;5
995;MIROVSKÁ Eliška;329;4;Advanced;24;28;0,61;3;0,50;21;27;-6
996;NEVOSADOVÁ Eliška;333;4;Advanced;5;6;0,13;5;0,83;27;13;14
997;NOVÁKOVÁ Petra;335;4;Advanced;19;27;0,59;4;0,67;24;21;3
998;NOVOTNÁ Veronika;334;4;Advanced;18;16;0,35;4;0,67;23;18;5
999;POTOČKOVÁ Kateřina;342;4;Advanced;12;15;0,33;4;0,67;28;17;11
1000;PROKŠÍKOVÁ Patricie;344;4;Advanced;6;7;0,15;5;0,83;29;18;11
1001;ROUBÍČKOVÁ Anna;351;4;Advanced;7;17;0,37;5;0,83;28;20;8
1002;ŘÍHOVÁ Marcela;354;4;Advanced;16;19;0,41;4;0,67;27;22;5
1003;SALIGEROVÁ Kateřina;355;4;Advanced;2;2;0,04;6;1,00;30;13;17
1004;SYROVÁTKOVÁ Iva;365;4;Advanced;29;34;0,74;2;0,40;13;23;-10
1005;POKORNÁ (ŠÁMALOVÁ) Anna;340;4;Advanced;11;14;0,30;4;0,80;20;17;3
1006;SVOBODA (ŠEDIVÁ) Michaela;364;4;Advanced;10;9;0,20;4;0,80;24;14;10
1007;ŠPATENKOVÁ Anna;369;4;Advanced;9;8;0,17;4;0,80;24;13;11
1008;TOMANOVÁ Kateřina;373;4;Advanced;27;30;0,65;2;0,40;18;19;-1
1009;TYRPEKLOVÁ Amélie;377;4;Advanced;31;35;0,76;2;0,33;19;23;-4
1010;VINCENCOVÁ Ester;383;4;Advanced;28;22;0,48;2;0,40;20;22;-2
1011;VOLÁKOVÁ Hana;385;4;Advanced;15;18;0,39;4;0,67;25;19;6
1012;VRATIŠOVSKÁ Zlata;386;4;Advanced;46;46;1,00;0;0,00;10;30;-20
1013;VRŠNÍKOVÁ Karolína;387;4;Advanced;37;38;0,83;1;0,20;16;24;-8
1014;WEISOVÁ Kateřina;392;4;Advanced;34;31;0,67;2;0,33;17;26;-9
1015;AIGERMANOVÁ Gabriela;259;6;Advanced;6;9;0,26;5;0,83;28;18;10
1016;COUFALOVÁ Anna;270;6;Advanced;2;3;0,09;5;1,00;25;9;16
1017;ČAPKOVÁ Barbora;271;6;Advanced;7;14;0,41;5;0,83;28;20;8
1018;ČERVENKOVÁ Kateřina;274;6;Advanced;12;6;0,18;4;0,67;25;21;4
1019;DOUBOVÁ Dominika;278;6;Advanced;4;5;0,15;5;0,83;28;10;18
1020;FRDLÍKOVÁ Markéta;282;6;Advanced;30;31;0,91;1;0,17;15;29;-14
1021;CHEVALLIER Vira;269;6;Advanced;27;28;0,82;1;0,20;11;22;-11
1022;JASNÁ Adéla;299;6;Advanced;19;11;0,32;3;0,50;25;23;2
1023;JASNÁ Tereza;300;6;Advanced;9;3;0,09;4;0,67;28;16;12
1024;JELÍNKOVÁ Martina;301;6;Advanced;34;34;1,00;0;0,00;5;30;-25
1025;KOŘÍNKOVÁ Magdaléna;309;6;Advanced;21;21;0,62;3;0,50;26;25;1
1026;KŘEČKOVÁ Kamila;317;6;Advanced;23;26;0,76;2;0,33;18;24;-6
1027;LINDEROVÁ Nina;322;6;Advanced;10;17;0,50;4;0,67;28;18;10
1028;MĚSÍČKOVÁ Barbora;332;6;Advanced;28;29;0,85;1;0,17;17;29;-12
1029;NEVOSADOVÁ Eliška;333;6;Advanced;5;13;0,38;5;0,83;29;17;12
1030;NOVÁKOVÁ Petra;335;6;Advanced;11;18;0,53;4;0,67;26;22;4
1031;PĚCHOVOVÁ Michala;346;6;Advanced;1;1;0,03;6;1,00;30;14;16
1032;POTOČKOVÁ Kateřina;342;6;Advanced;19;8;0,24;3;0,50;25;23;2
1033;PROKŠÍKOVÁ Patricie;344;6;Advanced;18;7;0,21;3;0,50;24;21;3
1034;ROŠKOVÁ Sonja;353;6;Advanced;31;24;0,71;1;0,17;14;28;-14
1035;ROUBÍČKOVÁ Anna;351;6;Advanced;15;25;0,74;3;0,60;21;18;3
1036;ŘÍHOVÁ Marcela;354;6;Advanced;12;19;0,56;4;0,67;25;21;4
1037;SALIGEROVÁ Kateřina;355;6;Advanced;3;2;0,06;6;1,00;30;17;13
1038;SASVARIOVÁ Laura;357;6;Advanced;14;16;0,47;4;0,67;22;22;0
1039;SYROVÁTKOVÁ Iva;365;6;Advanced;33;33;0,97;0;0,00;13;30;-17
1040;SVOBODA (ŠEDIVÁ) Michaela;364;6;Advanced;22;22;0,65;2;0,33;24;21;3
1041;ŠPATENKOVÁ Anna;369;6;Advanced;8;15;0,44;4;0,80;24;14;10
1042;TAKAKURA Makoto;370;6;Advanced;32;32;0,94;0;0,00;14;30;-16
1043;VACKOVÁ Tereza;381;6;Advanced;29;30;0,88;1;0,17;15;27;-12
1044;VINCENCOVÁ Ester;383;6;Advanced;26;12;0,35;1;0,20;14;24;-10
1045;VOLÁKOVÁ Hana;385;6;Advanced;16;10;0,29;3;0,50;26;23;3
1046;VRŠNÍKOVÁ Karolína;387;6;Advanced;24;27;0,79;2;0,33;15;27;-12
1047;ŽÁDNÍKOVÁ Daniela;396;6;Advanced;17;20;0,59;3;0,50;25;22;3
1048;ŽOLNOVÁ Karolína;397;6;Advanced;25;23;0,68;1;0,20;13;21;-8
1049;AIGERMANOVÁ Gabriela;259;7;Advanced;22;3;0,09;3;0,50;20;24;-4
1050;BIELESZOVÁ Veronika;263;7;Advanced;5;3;0,09;5;0,83;29;22;7
1051;COUFALOVÁ Anna;270;7;Advanced;7;7;0,20;4;0,67;26;16;10
1052;ČAPKOVÁ Barbora;271;7;Advanced;14;11;0,31;3;0,50;24;18;6
1053;ČERVENKOVÁ Kateřina;274;7;Advanced;4;6;0,17;5;0,83;27;15;12
1054;DE VINCENZO Francesca;275;7;Advanced;28;28;0,80;2;0,33;19;25;-6
1055;DIVIŠOVÁ Klára;276;7;Advanced;28;28;0,80;2;0,33;19;25;-6
1056;DOUBOVÁ Dominika;278;7;Advanced;3;5;0,14;6;1,00;29;18;11
1057;FRDLÍKOVÁ Markéta;282;7;Eliminated;33;33;0,94;0;0,00;17;30;-13
1058;HARTMANOVÁ Barbora;290;7;Eliminated;32;32;0,91;1;0,17;16;26;-10
1059;HAVLÍNOVÁ Tereza;291;7;Advanced;11;20;0,57;4;0,67;25;22;3
1060;CHALUPNÍKOVÁ Aranka;268;7;Advanced;17;13;0,37;3;0,50;25;25;0
1061;JANKOVÁ Karolína;297;7;Advanced;6;9;0,26;5;0,83;29;23;6
1062;JASNÁ Adéla;299;7;Advanced;20;14;0,40;3;0,50;23;24;-1
1063;JASNÁ Tereza;300;7;Eliminated;31;31;0,89;1;0,17;22;28;-6
1064;KOŘÍNKOVÁ Magdaléna;309;7;Advanced;18;23;0,66;3;0,50;23;23;0
1065;KŘEČKOVÁ Kamila;317;7;Eliminated;35;35;1,00;0;0,00;7;30;-23
1066;KŘENKOVÁ Karolína;315;7;Advanced;23;15;0,43;2;0,33;25;22;3
1067;NOVÁKOVÁ Petra;335;7;Advanced;26;26;0,74;2;0,33;24;28;-4
1068;NOVOTNÁ Veronika;334;7;Advanced;10;19;0,54;4;0,67;26;22;4
1069;PĚCHOVOVÁ Michala;346;7;Advanced;2;1;0,03;6;1,00;30;19;11
1070;POTOČKOVÁ Kateřina;342;7;Advanced;16;22;0,63;3;0,50;24;23;1
1071;PROKŠÍKOVÁ Patricie;344;7;Advanced;21;25;0,71;3;0,50;23;26;-3
1072;PŘIBYLOVÁ Eliška;347;7;Advanced;8;17;0,49;4;0,67;27;20;7
1073;ROUBÍČKOVÁ Anna;351;7;Eliminated;30;30;0,86;1;0,17;23;28;-5
1074;ŘÍHOVÁ Marcela;354;7;Advanced;25;16;0,46;2;0,33;23;25;-2
1075;SALIGEROVÁ Kateřina;355;7;Advanced;1;2;0,06;6;1,00;30;16;14
1076;SEHNALOVÁ Markéta;358;7;Advanced;11;10;0,29;4;0,67;25;22;3
1077;POKORNÁ (ŠÁMALOVÁ) Anna;340;7;Advanced;9;18;0,51;4;0,67;28;23;5
1078;SVOBODA (ŠEDIVÁ) Michaela;364;7;Advanced;13;21;0,60;4;0,67;25;25;0
1079;ŠPATENKOVÁ Anna;369;7;Advanced;15;12;0,34;3;0,50;25;21;4
1080;TROJANOVÁ Kristýna;375;7;Advanced;24;8;0,23;2;0,33;25;26;-1
1081;VINCENCOVÁ Ester;383;7;Advanced;26;26;0,74;2;0,33;24;28;-4
1082;VOLÁKOVÁ Hana;385;7;Advanced;18;23;0,66;3;0,50;23;23;0
1083;WEISOVÁ Kateřina;392;7;Eliminated;34;34;0,97;0;0,00;10;29;-19
1084;AIGERMANOVÁ Gabriela;259;8;Advanced;5;6;0,17;4;0,80;24;13;11
1085;BIELESZOVÁ Veronika;263;8;Advanced;7;3;0,08;4;0,80;23;14;9
1086;COUFALOVÁ Anna;270;8;Advanced;11;7;0,19;3;0,60;21;15;6
1087;ČAPKOVÁ Barbora;271;8;Advanced;16;18;0,50;3;0,60;19;19;0
1088;DIVIŠOVÁ Klára;276;8;Eliminated;29;29;0,81;1;0,20;14;23;-9
1089;DOŠKOVÁ Kateřina;279;8;Advanced;2;1;0,03;5;1,00;25;9;16
1090;DOUBOVÁ Dominika;278;8;Advanced;4;2;0,06;5;1,00;25;14;11
1091;FRDLÍKOVÁ Markéta;282;8;Eliminated;34;34;0,94;0;0,00;10;25;-15
1092;HAVLÍNOVÁ Tereza;291;8;Advanced;25;25;0,69;2;0,40;18;23;-5
1093;CHALUPNÍKOVÁ Aranka;268;8;Advanced;15;8;0,22;3;0,60;21;20;1
1094;CHEVALLIER Vira;269;8;Eliminated;33;33;0,92;0;0,00;12;25;-13
1095;JANKOVÁ Karolína;297;8;Eliminated;29;29;0,81;1;0,20;14;23;-9
1096;JASNÁ Adéla;299;8;Advanced;8;11;0,31;4;0,80;23;15;8
1097;JASNÁ Tereza;300;8;Advanced;2;9;0,25;5;1,00;25;9;16
1098;KOŘÍNKOVÁ Magdaléna;309;8;Advanced;17;15;0,42;3;0,60;20;21;-1
1099;KOŘÍNKOVÁ Miroslava;310;8;Eliminated;31;31;0,86;1;0,20;12;24;-12
1100;KŘENKOVÁ Karolína;315;8;Advanced;13;13;0,36;3;0,60;20;16;4
1101;KVETOVSKÁ Veronika;313;8;Eliminated;31;31;0,86;1;0,20;12;24;-12
1102;MIROVSKÁ Eliška;329;8;Advanced;18;19;0,53;3;0,60;18;19;-1
1103;NOVÁKOVÁ Petra;335;8;Advanced;26;26;0,72;2;0,40;17;22;-5
1104;PĚCHOVOVÁ Michala;346;8;Advanced;1;5;0,14;5;1,00;25;5;20
1105;POTOČKOVÁ Kateřina;342;8;Advanced;6;10;0,28;4;0,80;23;13;10
1106;PROKŠÍKOVÁ Patricie;344;8;Advanced;10;12;0,33;3;0,60;22;16;6
1107;ŘÍHOVÁ Marcela;354;8;Advanced;27;27;0,75;2;0,40;15;23;-8
1108;SALIGEROVÁ Kateřina;355;8;Advanced;9;3;0,08;4;0,80;23;17;6
1109;SELICHAROVÁ Gabriela;359;8;Advanced;20;21;0,58;2;0,40;20;19;1
1110;POKORNÁ (ŠÁMALOVÁ) Anna;340;8;Advanced;23;23;0,64;2;0,40;17;20;-3
1111;SVOBODA (ŠEDIVÁ) Michaela;364;8;Advanced;24;24;0,67;2;0,40;17;21;-4
1112;ŠPATENKOVÁ Anna;369;8;Advanced;28;28;0,78;1;0,20;18;24;-6
1113;TOMANOVÁ Kateřina;373;8;Advanced;22;22;0,61;2;0,40;18;19;-1
1114;TROJANOVÁ Kristýna;375;8;Advanced;19;20;0,56;2;0,40;21;19;2
1115;VINCENCOVÁ Ester;383;8;Advanced;12;17;0,47;3;0,60;21;16;5
1116;VOLÁKOVÁ Hana;385;8;Advanced;14;14;0,39;3;0,60;17;14;3
1117;WEISOVÁ Kateřina;392;8;Eliminated;34;34;0,94;0;0,00;10;25;-15
1118;ŽÁDNÍKOVÁ Daniela;396;8;Advanced;21;16;0,44;2;0,40;20;20;0
1119;ŽOLNOVÁ Karolína;397;8;Eliminated;36;36;1,00;0;0,00;9;25;-16
1120;ADAMCOVÁ Anita;258;12;Advanced;14;33;0,60;5;0,71;31;23;8
1121;AIGERMANOVÁ Gabriela;259;12;Advanced;2;5;0,09;7;1,00;35;13;22
1122;CEJNAROVÁ Barbora;267;12;Advanced;43;23;0,42;2;0,29;19;30;-11
1123;COUFALOVÁ Anna;270;12;Advanced;5;7;0,13;6;1,00;30;14;16
1124;ČAPKOVÁ Barbora;271;12;Advanced;17;18;0,33;4;0,67;23;18;5
1125;ČÁPOVÁ Barbora;272;12;Advanced;38;41;0,75;2;0,29;23;28;-5
1126;DIVIŠOVÁ Klára;276;12;Advanced;16;17;0,31;5;0,71;30;26;4
1127;DOŠKOVÁ Kateřina;279;12;Advanced;3;3;0,05;7;1,00;35;15;20
1128;DOUBOVÁ Dominika;278;12;Advanced;1;3;0,05;7;1,00;35;11;24
1129;FRDLÍKOVÁ Markéta;282;12;Advanced;23;21;0,38;4;0,57;29;28;1
1130;GRÜNEROVÁ Michaela;285;12;Advanced;34;37;0,67;3;0,43;25;30;-5
1131;HARTMANOVÁ Barbora;290;12;Advanced;21;20;0,36;4;0,57;28;23;5
1132;HAVLÍNOVÁ Tereza;291;12;Advanced;20;19;0,35;4;0,57;29;24;5
1133;HLAVÁČKOVÁ Lucie;292;12;Advanced;45;46;0,84;1;0,17;17;29;-12
1134;HONOVÁ Markéta;294;12;Advanced;36;39;0,71;2;0,33;20;28;-8
1135;CHALUPNÍKOVÁ Aranka;268;12;Advanced;24;12;0,22;4;0,57;28;28;0
1136;CHEVALLIER Vira;269;12;Advanced;41;43;0,78;2;0,29;21;30;-9
1137;JANKOVÁ Karolína;297;12;Advanced;29;22;0,40;3;0,43;27;25;2
1138;JASNÁ Adéla;299;12;Advanced;15;9;0,16;5;0,71;30;22;8
1139;JASNÁ Tereza;300;12;Advanced;19;11;0,20;4;0,57;29;22;7
1140;KINCLOVÁ Emma;305;12;Advanced;55;55;1,00;0;0,00;7;35;-28
1141;KOCOURKOVÁ Marie;306;12;Advanced;54;54;0,98;0;0,00;13;35;-22
1142;KOŘÍNKOVÁ Magdaléna;309;12;Advanced;32;36;0,65;3;0,43;27;30;-3
1143;KŘENKOVÁ Karolína;315;12;Advanced;13;25;0,45;5;0,71;29;16;13
1144;LINDEROVÁ Nina;322;12;Advanced;47;48;0,87;1;0,14;21;33;-12
1145;MARČÍK Sára;325;12;Advanced;33;31;0,56;3;0,43;24;27;-3
1146;MATĚJČKOVÁ Lucie;326;12;Advanced;46;47;0,85;1;0,14;24;34;-10
1147;MIROVSKÁ Eliška;329;12;Advanced;44;45;0,82;1;0,17;19;27;-8
1148;NĚMCOVÁ Pavla;338;12;Advanced;52;52;0,95;1;0,14;10;32;-22
1149;NOVÁKOVÁ Petra;335;12;Advanced;30;29;0,53;3;0,43;28;29;-1
1150;NOVOTNÁ Veronika;334;12;Advanced;3;6;0,11;7;1,00;35;15;20
1151;PĚCHOVOVÁ Michala;346;12;Advanced;7;1;0,02;6;0,86;34;11;23
1152;POKORNÁ (ŠÁMALOVÁ) Anna;340;12;Advanced;10;15;0,27;6;0,86;31;20;11
1153;POTOČKOVÁ Kateřina;342;12;Advanced;8;13;0,24;6;0,86;34;16;18
1154;PROKŠÍKOVÁ Patricie;344;12;Advanced;12;8;0,15;5;0,83;28;14;14
1155;ŘÍHOVÁ Marcela;354;12;Advanced;24;26;0,47;4;0,57;28;28;0
1156;SALIGEROVÁ Kateřina;355;12;Advanced;6;2;0,04;7;1,00;35;20;15
1157;SLUŠNÁ Karolína;361;12;Advanced;48;49;0,89;1;0,14;20;33;-13
1158;ŠAFRÁNKOVÁ Adéla;366;12;Advanced;22;34;0,62;4;0,57;27;25;2
1159;SVOBODA (ŠEDIVÁ) Michaela;364;12;Advanced;11;16;0,29;6;0,86;31;26;5
1160;ŠPATENKOVÁ Anna;369;12;Advanced;9;14;0,25;6;0,86;33;18;15
1161;TITĚROVÁ Michaela;371;12;Advanced;50;51;0,93;1;0,14;18;34;-16
1162;TŮMOVÁ Šárka;379;12;Advanced;48;49;0,89;1;0,14;20;33;-13
1163;TYRPEKLOVÁ Amélie;377;12;Advanced;31;30;0,55;3;0,43;27;29;-2
1164;URBÁNKOVÁ Klára;380;12;Advanced;40;42;0,76;2;0,29;24;30;-6
1165;VACKOVÁ Tereza;381;12;Advanced;53;53;0,96;0;0,00;16;35;-19
1166;VÁCHOVÁ Tereza;390;12;Advanced;35;38;0,69;2;0,33;17;24;-7
1167;VÁŇOVÁ Kateřina;391;12;Advanced;41;43;0,78;2;0,29;21;30;-9
1168;VINCENCOVÁ Ester;383;12;Advanced;37;40;0,73;2;0,29;27;29;-2
1169;VYSLOUŽILOVÁ Vanda;389;12;Advanced;26;35;0,64;4;0,57;26;27;-1
1170;WEISOVÁ Kateřina;392;12;Advanced;27;27;0,49;4;0,57;23;24;-1
1171;ZÁVITKOVSKÁ Zuzana;395;12;Advanced;28;28;0,51;4;0,57;25;28;-3
1172;ZIEGLEROVÁ Adéla Anna;394;12;Advanced;51;24;0,44;1;0,14;15;31;-16
1173;ŽÁDNÍKOVÁ Daniela;396;12;Advanced;18;10;0,18;4;0,57;30;20;10
1174;ŽOLNOVÁ Karolína;397;12;Advanced;39;32;0,58;2;0,29;26;32;-6
1175;ADAMCOVÁ Anita;258;11;Advanced;38;38;0,78;2;0,33;21;28;-7
1176;AIGERMANOVÁ Gabriela;259;11;Advanced;6;5;0,10;5;0,83;27;17;10
1177;BIELESZOVÁ Veronika;263;11;Advanced;22;2;0,04;3;0,50;24;21;3
1178;CEJNAROVÁ Barbora;267;11;Advanced;35;35;0,71;2;0,33;21;24;-3
1179;COUFALOVÁ Anna;270;11;Advanced;5;17;0,35;6;1,00;29;16;13
1180;DOŠKOVÁ Kateřina;279;11;Advanced;3;13;0,27;6;1,00;30;14;16
1181;DOUBOVÁ Dominika;278;11;Advanced;2;1;0,02;6;1,00;30;13;17
1182;FRDLÍKOVÁ Markéta;282;11;Advanced;16;26;0,53;4;0,67;24;22;2
1183;HARTMANOVÁ Barbora;290;11;Advanced;27;29;0,59;3;0,50;24;24;0
1184;HAVLÍNOVÁ Tereza;291;11;Advanced;34;32;0,65;2;0,33;24;26;-2
