id;Name;fencer_id;tournament_id;status;first_rank;final_rank;percentile;victories;victories_perc;ts;tr;score_index
1185;HONOVÁ Markéta;294;11;Eliminated;40;40;0,82;1;0,17;20;27;-7
1186;CHALUPNÍKOVÁ Aranka;268;11;Advanced;11;7;0,14;4;0,67;28;21;7
1187;JANKOVÁ Karolína;297;11;Advanced;7;25;0,51;5;0,83;25;15;10
1188;JASNÁ Adéla;299;11;Advanced;18;21;0,43;3;0,50;27;21;6
1189;JASNÁ Tereza;300;11;Advanced;8;6;0,12;5;0,83;27;19;8
1190;KAHABKOVÁ Eliška;304;11;Advanced;28;30;0,61;3;0,50;21;22;-1
1191;KINCLOVÁ Emma;305;11;Advanced;32;34;0,69;3;0,50;22;25;-3
1192;KOCOURKOVÁ Marie;306;11;Advanced;39;39;0,80;2;0,33;17;26;-9
1193;KOŘÍNKOVÁ Magdaléna;309;11;Eliminated;41;41;0,84;1;0,17;18;28;-10
1194;KOŘÍNKOVÁ Miroslava;310;11;Eliminated;49;49;1,00;0;0,00;10;30;-20
1195;KŘENKOVÁ Karolína;315;11;Advanced;9;18;0,37;5;0,83;26;23;3
1196;KŘÍŽOVÁ Tereza;318;11;Eliminated;46;46;0,94;0;0,00;18;30;-12
1197;MAIELLO Ester;324;11;Eliminated;44;44;0,90;1;0,17;15;29;-14
1198;MARČÍK Sára;325;11;Advanced;19;15;0,31;3;0,50;25;20;5
1199;MATĚJČKOVÁ Lucie;326;11;Eliminated;47;47;0,96;0;0,00;15;30;-15
1200;MIROVSKÁ Eliška;329;11;Advanced;36;36;0,73;2;0,33;22;28;-6
1201;NOVÁKOVÁ Petra;335;11;Advanced;20;27;0,55;3;0,50;26;22;4
1202;NOVOTNÁ Veronika;334;11;Advanced;21;11;0,22;3;0,50;26;23;3
1203;PĚCHOVOVÁ Michala;346;11;Advanced;1;3;0,06;6;1,00;30;8;22
1204;POKORNÁ (ŠÁMALOVÁ) Anna;340;11;Advanced;10;9;0,18;4;0,67;28;20;8
1205;POTOČKOVÁ Kateřina;342;11;Advanced;23;12;0,24;3;0,50;22;19;3
1206;PROKŠÍKOVÁ Patricie;344;11;Advanced;4;3;0,06;6;1,00;30;17;13
1207;RAJNOCH Barbora;348;11;Advanced;15;20;0,41;4;0,67;25;22;3
1208;RAKOUŠOVÁ Karolína;349;11;Advanced;33;24;0,49;3;0,50;20;24;-4
1209;SALIGEROVÁ Kateřina;355;11;Advanced;14;10;0,20;4;0,67;26;23;3
1210;SLUŠNÁ Karolína;361;11;Eliminated;43;43;0,88;1;0,17;16;29;-13
1211;SVOBODA (ŠEDIVÁ) Michaela;364;11;Advanced;31;33;0,67;3;0,50;20;22;-2
1212;ŠMÍDOVÁ Daniela;368;11;Advanced;25;22;0,45;3;0,50;26;24;2
1213;ŠPATENKOVÁ Anna;369;11;Advanced;30;31;0,63;3;0,50;22;24;-2
1214;TOMANOVÁ Kateřina;373;11;Advanced;29;16;0,33;3;0,50;25;27;-2
1215;TROJANOVÁ Kristýna;375;11;Advanced;12;19;0,39;4;0,67;28;23;5
1216;TŮMOVÁ Šárka;379;11;Eliminated;48;48;0,98;0;0,00;12;30;-18
1217;TYRPEKLOVÁ Amélie;377;11;Eliminated;44;44;0,90;1;0,17;15;29;-14
1218;URBÁNKOVÁ Klára;380;11;Eliminated;42;42;0,86;1;0,17;18;29;-11
1219;VÁCHOVÁ Tereza;390;11;Advanced;24;28;0,57;3;0,50;27;25;2
1220;VALENTOVÁ Amálie;382;11;Advanced;25;22;0,45;3;0,50;26;24;2
1221;VINCENCOVÁ Ester;383;11;Advanced;13;14;0,29;4;0,67;26;22;4
1222;VOLÁKOVÁ Hana;385;11;Advanced;17;8;0,16;3;0,50;26;19;7
1223;WEISOVÁ Kateřina;392;11;Advanced;37;37;0,76;2;0,33;18;24;-6
1224;AIGERMANOVÁ Gabriela;259;15;Advanced;23;12;0,33;2;0,40;18;23;-5
1225;BIELESZOVÁ Veronika;263;15;Advanced;6;2;0,06;4;0,80;22;11;11
1226;COUFALOVÁ Anna;270;15;Advanced;7;8;0,22;4;0,80;22;12;10
1227;ČAPKOVÁ Barbora;271;15;Advanced;21;16;0,44;2;0,40;17;18;-1
1228;DOUBOVÁ Dominika;278;15;Advanced;9;1;0,03;4;0,80;22;14;8
1229;FRDLÍKOVÁ Markéta;282;15;Advanced;33;32;0,89;0;0,00;20;25;-5
1230;GAZDOVÁ Beáta;283;15;Advanced;11;25;0,69;4;0,80;22;18;4
1231;HAVLÍNOVÁ Tereza;291;15;Advanced;8;13;0,36;4;0,80;23;14;9
1232;HONOVÁ Markéta;294;15;Advanced;34;35;0,97;0;0,00;16;25;-9
1233;CHALUPNÍKOVÁ Aranka;268;15;Advanced;12;10;0,28;3;0,60;21;15;6
1234;JASNÁ Adéla;299;15;Advanced;15;11;0,31;3;0,60;20;16;4
1235;JASNÁ Tereza;300;15;Advanced;14;18;0,50;3;0,60;22;18;4
1236;JURKOVÁ Hana;302;15;Advanced;20;26;0,72;2;0,40;18;19;-1
1237;KOCOURKOVÁ Marie;306;15;Advanced;32;34;0,94;1;0,20;10;23;-13
1238;KOŘÍNKOVÁ Magdaléna;309;15;Advanced;19;20;0,56;3;0,60;17;18;-1
1239;KOŘÍNKOVÁ Miroslava;310;15;Advanced;27;29;0,81;1;0,20;16;24;-8
1240;MATĚJČKOVÁ Lucie;326;15;Advanced;30;30;0,83;1;0,20;14;23;-9
1241;MIKLENDOVÁ Valérie;328;15;Advanced;26;28;0,78;2;0,40;15;22;-7
1242;NOVÁKOVÁ Petra;335;15;Advanced;13;17;0,47;3;0,60;23;19;4
1243;PĚCHOVOVÁ Michala;346;15;Advanced;3;6;0,17;4;0,80;22;9;13
1244;POTOČKOVÁ Kateřina;342;15;Advanced;10;9;0,25;4;0,80;20;13;7
1245;PROKŠÍKOVÁ Patricie;344;15;Advanced;1;5;0,14;5;1,00;25;13;12
1246;ŘÍHOVÁ Marcela;354;15;Advanced;27;23;0,64;1;0,20;16;24;-8
1247;SALIGEROVÁ Kateřina;355;15;Advanced;2;3;0,08;5;1,00;25;15;10
1248;SVOBODA (ŠEDIVÁ) Michaela;364;15;Advanced;16;14;0,39;3;0,60;21;18;3
1249;ŠMÍDOVÁ Daniela;368;15;Advanced;24;22;0,61;2;0,40;15;20;-5
1250;ŠPATENKOVÁ Anna;369;15;Advanced;4;3;0,08;4;0,80;24;12;12
1251;URBÁNKOVÁ Klára;380;15;Advanced;29;33;0,92;1;0,20;15;24;-9
1252;VACKOVÁ Tereza;381;15;Advanced;25;27;0,75;2;0,40;15;21;-6
1253;VÁCHOVÁ Tereza;390;15;Advanced;22;21;0,58;2;0,40;18;20;-2
1254;VINCENCOVÁ Ester;383;15;Advanced;5;7;0,19;4;0,80;23;12;11
1255;VOLÁKOVÁ Hana;385;15;Advanced;16;14;0,39;3;0,60;21;18;3
1256;VRATIŠOVSKÁ Zlata;386;15;Advanced;35;36;1,00;0;0,00;10;25;-15
1257;WEISOVÁ Kateřina;392;15;Advanced;36;24;0,67;0;0,00;9;25;-16
1258;ZIEGLEROVÁ Adéla Anna;394;15;Advanced;31;31;0,86;1;0,20;12;24;-12
1259;ŽÁDNÍKOVÁ Daniela;396;15;Advanced;18;19;0,53;3;0,60;20;19;1
1260;ADAMCOVÁ Anita;258;16;Advanced;31;29;0,60;3;0,43;22;31;-9
1261;AIGERMANOVÁ Gabriela;259;16;Advanced;18;1;0,02;4;0,57;30;26;4
1262;CEJNAROVÁ Barbora;267;16;Advanced;21;21;0,44;4;0,57;30;28;2
1263;COUFALOVÁ Anna;270;16;Advanced;5;7;0,15;6;0,86;34;16;18
1264;DIVIŠOVÁ Klára;276;16;Advanced;22;25;0,52;4;0,57;24;25;-1
1265;DOUBOVÁ Dominika;278;16;Advanced;7;3;0,06;6;0,86;31;16;15
1266;HANZLÍKOVÁ Klára;289;16;Advanced;33;35;0,73;2;0,29;25;29;-4
1267;HAVLÍNOVÁ Tereza;291;16;Advanced;13;17;0,35;5;0,71;33;27;6
1268;HONOMICHLOVÁ Martina;293;16;Advanced;43;43;0,90;1;0,14;19;34;-15
1269;HONOVÁ Markéta;294;16;Advanced;38;38;0,79;2;0,29;22;32;-10
1270;CHALUPNÍKOVÁ Aranka;268;16;Advanced;4;9;0,19;7;1,00;35;21;14
1271;JASNÁ Adéla;299;16;Advanced;14;12;0,25;5;0,71;29;23;6
1272;JASNÁ Tereza;300;16;Advanced;18;16;0,33;4;0,57;30;26;4
1273;KAHABKOVÁ Eliška;304;16;Advanced;6;13;0,27;6;0,86;33;18;15
1274;KOCOURKOVÁ Marie;306;16;Advanced;42;42;0,88;1;0,14;19;32;-13
1275;KOŘÍNKOVÁ Magdaléna;309;16;Advanced;30;34;0,71;3;0,43;23;26;-3
1276;KOŘÍNKOVÁ Miroslava;310;16;Advanced;46;46;0,96;1;0,14;15;33;-18
1277;LANDGRAFOVÁ Veronika;319;16;Advanced;34;36;0,75;2;0,29;24;30;-6
1278;MAIELLO Ester;324;16;Advanced;47;47;0,98;0;0,00;13;35;-22
1279;MARČÍK Sára;325;16;Advanced;10;14;0,29;5;0,71;31;17;14
1280;MATĚJČKOVÁ Lucie;326;16;Advanced;44;44;0,92;1;0,14;18;34;-16
1281;MIROVSKÁ Eliška;329;16;Advanced;35;31;0,65;2;0,29;24;32;-8
1282;MÜLLEROVÁ Ivana;331;16;Advanced;45;45;0,94;1;0,14;15;32;-17
1283;NOVÁKOVÁ Petra;335;16;Advanced;15;15;0,31;5;0,71;30;27;3
1284;PĚCHOVOVÁ Michala;346;16;Advanced;2;6;0,13;7;1,00;35;14;21
1285;POKORNÁ (ŠÁMALOVÁ) Anna;340;16;Advanced;3;2;0,04;7;1,00;35;17;18
1286;POTOČKOVÁ Kateřina;342;16;Advanced;8;8;0,17;6;0,86;31;17;14
1287;PROKŠÍKOVÁ Patricie;344;16;Advanced;9;3;0,06;6;0,86;33;20;13
1288;PRŮŠOVÁ Kristýna;345;16;Advanced;28;33;0,69;3;0,43;26;28;-2
1289;ROVENSKÁ Emma;352;16;Advanced;39;39;0,81;2;0,29;21;32;-11
1290;SALIGEROVÁ Kateřina;355;16;Advanced;1;5;0,10;7;1,00;35;12;23
1291;SLUŠNÁ Karolína;361;16;Advanced;40;40;0,83;2;0,29;18;31;-13
1292;STUPKOVÁ Sára;363;16;Advanced;41;41;0,85;1;0,14;20;30;-10
1293;ŠAFRÁNKOVÁ Adéla;366;16;Advanced;12;11;0,23;5;0,71;30;22;8
1294;SVOBODA (ŠEDIVÁ) Michaela;364;16;Advanced;20;20;0,42;4;0,57;27;24;3
1295;ŠMÍDOVÁ Daniela;368;16;Advanced;25;23;0,48;3;0,43;29;24;5
1296;ŠPATENKOVÁ Anna;369;16;Advanced;17;19;0,40;4;0,57;31;26;5
1297;URBÁNKOVÁ Klára;380;16;Advanced;37;32;0,67;2;0,29;19;28;-9
1298;VÁCHOVÁ Tereza;390;16;Advanced;23;22;0,46;4;0,57;23;27;-4
1299;VALENTOVÁ Amálie;382;16;Advanced;16;18;0,38;4;0,57;32;27;5
1300;VINCENCOVÁ Ester;383;16;Advanced;24;26;0,54;3;0,43;30;24;6
1301;VOLÁKOVÁ Hana;385;16;Advanced;11;10;0,21;5;0,71;30;20;10
1302;VRATIŠOVSKÁ Zlata;386;16;Advanced;48;48;1,00;0;0,00;9;35;-26
1303;VYSLOUŽILOVÁ Vanda;389;16;Advanced;32;30;0,63;2;0,29;28;32;-4
1304;WEISOVÁ Kateřina;392;16;Advanced;26;27;0,56;3;0,43;27;26;1
1305;YOUSEF Mira;393;16;Advanced;27;24;0,50;3;0,43;28;29;-1
1306;ZIEGLEROVÁ Adéla Anna;394;16;Advanced;35;37;0,77;2;0,29;24;32;-8
1307;ŽOLNOVÁ Karolína;397;16;Advanced;29;28;0,58;3;0,43;26;29;-3
1308;AIGERMANOVÁ Gabriela;259;18;Advanced;11;8;0,25;5;0,71;28;24;4
1309;BIELESZOVÁ Veronika;263;18;Advanced;2;1;0,03;6;0,86;34;16;18
1310;CEJNAROVÁ Barbora;267;18;Eliminated;27;27;0,84;2;0,29;15;28;-13
1311;COUFALOVÁ Anna;270;18;Advanced;6;9;0,28;5;0,71;31;15;16
1312;ČAPKOVÁ Barbora;271;18;Advanced;17;15;0,47;4;0,57;27;27;0
1313;ČERVENKOVÁ Kateřina;274;18;Advanced;4;5;0,16;6;0,86;31;18;13
1314;DIVIŠOVÁ Klára;276;18;Advanced;25;25;0,78;2;0,29;21;32;-11
1315;FRDLÍKOVÁ Markéta;282;18;Eliminated;30;30;0,94;0;0,00;23;35;-12
1316;HAVLÍNOVÁ Tereza;291;18;Advanced;10;17;0,53;5;0,71;31;24;7
1317;CHALUPNÍKOVÁ Aranka;268;18;Advanced;13;12;0,38;4;0,57;30;23;7
1318;JASNÁ Adéla;299;18;Advanced;8;7;0,22;5;0,71;32;23;9
1319;JASNÁ Tereza;300;18;Advanced;22;23;0,72;2;0,29;23;29;-6
1320;KOŘÍNKOVÁ Magdaléna;309;18;Eliminated;28;28;0,88;1;0,14;23;33;-10
1321;KOŘÍNKOVÁ Miroslava;310;18;Eliminated;29;29;0,91;1;0,14;20;34;-14
1322;KŘENKOVÁ Karolína;315;18;Advanced;7;6;0,19;5;0,71;33;22;11
1323;MARČÍK Sára;325;18;Advanced;11;11;0,34;5;0,71;28;24;4
1324;NOVÁKOVÁ Petra;335;18;Advanced;21;22;0,69;3;0,43;23;30;-7
1325;PĚCHOVOVÁ Michala;346;18;Advanced;1;3;0,09;6;0,86;34;15;19
1326;POKORNÁ (ŠÁMALOVÁ) Anna;340;18;Advanced;14;13;0,41;4;0,57;32;27;5
1327;POTOČKOVÁ Kateřina;342;18;Advanced;15;14;0,44;4;0,57;28;25;3
1328;PROKŠÍKOVÁ Patricie;344;18;Advanced;5;2;0,06;6;0,86;34;23;11
1329;ŘÍHOVÁ Marcela;354;18;Advanced;18;19;0,59;4;0,57;22;28;-6
1330;SALIGEROVÁ Kateřina;355;18;Advanced;3;3;0,09;6;0,86;33;18;15
1331;ŠAFRÁNKOVÁ Adéla;366;18;Advanced;16;18;0,56;4;0,57;29;28;1
1332;SVOBODA (ŠEDIVÁ) Michaela;364;18;Advanced;24;24;0,75;2;0,29;22;31;-9
1333;ŠPATENKOVÁ Anna;369;18;Advanced;19;20;0,63;3;0,43;28;26;2
1334;TOMANOVÁ Kateřina;373;18;Advanced;20;21;0,66;3;0,43;23;29;-6
1335;VÁCHOVÁ Tereza;390;18;Eliminated;31;31;0,97;0;0,00;19;35;-16
1336;VINCENCOVÁ Ester;383;18;Advanced;25;25;0,78;2;0,29;21;32;-11
1337;VOLÁKOVÁ Hana;385;18;Advanced;8;10;0,31;5;0,71;32;23;9
1338;WEISOVÁ Kateřina;392;18;Eliminated;32;32;1,00;0;0,00;11;35;-24
1339;ŽÁDNÍKOVÁ Daniela;396;18;Advanced;23;16;0,50;2;0,29;23;32;-9
1340;ADAMCOVÁ Anita;258;20;Advanced;28;28;0,67;2;0,33;19;26;-7
1341;AIGERMANOVÁ Gabriela;259;20;Advanced;6;3;0,07;6;1,00;27;14;13
1342;BIELESZOVÁ Veronika;263;20;Advanced;1;3;0,07;6;1,00;28;7;21
1343;CEJNAROVÁ Barbora;267;20;Advanced;19;21;0,50;3;0,50;23;22;1
1344;COUFALOVÁ Anna;270;20;Advanced;15;19;0,45;4;0,67;22;16;6
1345;DIVIŠOVÁ Klára;276;20;Advanced;34;32;0,76;1;0,17;19;28;-9
1346;FORMANOVÁ Elizabeth;280;20;Eliminated;37;38;0,90;1;0,17;16;28;-12
1347;FRDLÍKOVÁ Markéta;282;20;Advanced;33;31;0,74;1;0,17;20;28;-8
1348;HANZLÍKOVÁ Klára;289;20;Advanced;31;33;0,79;2;0,33;18;25;-7
1349;HAVLÍNOVÁ Tereza;291;20;Advanced;4;6;0,14;6;1,00;30;16;14
1350;CHALUPNÍKOVÁ Aranka;268;20;Advanced;7;17;0,40;5;0,83;27;18;9
1351;JASNÁ Adéla;299;20;Advanced;18;15;0,36;3;0,50;26;22;4
1352;JASNÁ Tereza;300;20;Advanced;3;5;0,12;6;1,00;30;11;19
1353;KAHABKOVÁ Eliška;304;20;Advanced;13;12;0,29;4;0,67;24;16;8
1354;KOCOURKOVÁ Marie;306;20;Advanced;32;34;0,81;2;0,33;14;25;-11
1355;KOŘÍNKOVÁ Magdaléna;309;20;Advanced;21;23;0,55;3;0,50;21;24;-3
1356;KOŘÍNKOVÁ Miroslava;310;20;Eliminated;41;42;1,00;0;0,00;11;30;-19
1357;KŘENKOVÁ Karolína;315;20;Advanced;10;7;0,17;4;0,67;27;18;9
1358;KUGLEROVÁ Klára;312;20;Advanced;28;28;0,67;2;0,33;19;26;-7
1359;KÜHNOVÁ Karolína;314;20;Eliminated;36;36;0,86;1;0,17;15;26;-11
1360;LAŠTOVKOVÁ Tereza;321;20;Advanced;28;28;0,67;2;0,33;19;26;-7
1361;MAIELLO Ester;324;20;Eliminated;40;40;0,95;1;0,17;14;28;-14
1362;MATĚJČKOVÁ Lucie;326;20;Eliminated;41;41;0,98;1;0,17;12;29;-17
1363;MYŠKOVÁ Petra;330;20;Advanced;20;22;0,52;3;0,50;23;24;-1
1364;NOVÁKOVÁ Petra;335;20;Advanced;22;24;0,57;3;0,50;21;27;-6
1365;PĚCHOVOVÁ Michala;346;20;Advanced;2;1;0,02;6;1,00;30;10;20
1366;POTOČKOVÁ Kateřina;342;20;Advanced;9;9;0,21;4;0,67;26;14;12
1367;PROKŠÍKOVÁ Patricie;344;20;Advanced;25;8;0,19;2;0,33;23;25;-2
1368;SALIGEROVÁ Kateřina;355;20;Advanced;5;2;0,05;6;1,00;27;13;14
1369;SLUŠNÁ Karolína;361;20;Advanced;23;25;0,60;2;0,33;22;23;-1
1370;SVOBODA (ŠEDIVÁ) Michaela;364;20;Advanced;11;10;0,24;4;0,67;25;16;9
1371;ŠAFRÁNKOVÁ Adéla;366;20;Advanced;26;16;0,38;2;0,33;21;25;-4
1372;ŠMÍDOVÁ Daniela;368;20;Advanced;27;27;0,64;2;0,33;22;27;-5
1373;ŠPATENKOVÁ Anna;369;20;Advanced;14;13;0,31;4;0,67;23;15;8
1374;TITĚROVÁ Michaela;371;20;Eliminated;39;39;0,93;1;0,17;16;29;-13
1375;TVARŮŽKOVÁ Karolína;376;20;Eliminated;35;35;0,83;1;0,17;18;27;-9
1376;VÁCHOVÁ Tereza;390;20;Eliminated;37;37;0,88;1;0,17;16;28;-12
1377;VINCENCOVÁ Ester;383;20;Advanced;8;18;0,43;5;0,83;26;17;9
1378;VOLÁKOVÁ Hana;385;20;Advanced;17;20;0,48;4;0,67;23;23;0
1379;WEISOVÁ Kateřina;392;20;Advanced;24;26;0,62;2;0,33;20;21;-1
1380;YOUSEF Mira;393;20;Advanced;12;11;0,26;4;0,67;28;20;8
1381;HUNČÁROVÁ Katarína;295;20;Advanced;16;14;0,33;4;0,67;26;24;2
1382;ADAMCOVÁ Anita;258;22;Advanced;15;18;0,47;4;0,57;27;30;-3
1383;AIGERMANOVÁ Gabriela;259;22;Advanced;1;5;0,13;7;1,00;35;9;26
1384;BARTOŠKOVÁ Adéla;261;22;Advanced;24;24;0,63;3;0,43;26;31;-5
1385;BIELESZOVÁ Veronika;263;22;Advanced;8;1;0,03;5;0,83;29;19;10
1386;BROVKO Inna;265;22;Advanced;2;2;0,05;7;1,00;35;15;20
1387;CEJNAROVÁ Barbora;267;22;Advanced;21;21;0,55;3;0,43;27;25;2
1388;COUFALOVÁ Anna;270;22;Advanced;7;10;0,26;6;0,86;32;22;10
1389;DIVIŠOVÁ Klára;276;22;Eliminated;31;31;0,82;1;0,17;27;17;-10
1390;FRDLÍKOVÁ Markéta;282;22;Eliminated;36;36;0,95;0;0,00;30;14;-16
1391;HAIKAL Victoria;287;22;Eliminated;34;34;0,89;1;0,14;34;19;-15
1392;HAVLÍNOVÁ Tereza;291;22;Advanced;4;6;0,16;6;1,00;30;19;11
1393;HONOVÁ Markéta;294;22;Advanced;29;29;0,76;2;0,29;24;30;-6
1394;HUNČÁROVÁ Katarína;295;22;Advanced;14;8;0,21;4;0,57;27;22;5
1395;CHALUPNÍKOVÁ Aranka;268;22;Advanced;20;16;0,42;3;0,50;19;24;-5
1396;KAHABKOVÁ Eliška;304;22;Advanced;22;22;0,58;3;0,43;27;29;-2
1397;KOCOURKOVÁ Marie;306;22;Eliminated;33;33;0,87;1;0,14;32;20;-12
1398;KÜHNOVÁ Karolína;314;22;Eliminated;32;32;0,84;1;0,17;26;15;-11
1399;LAŠTOVKOVÁ Tereza;321;22;Advanced;27;27;0,71;2;0,33;20;28;-8
1400;MATĚJČKOVÁ Lucie;326;22;Eliminated;35;35;0,92;1;0,14;31;14;-17
1401;MYŠKOVÁ Petra;330;22;Advanced;11;12;0,32;5;0,71;27;18;9
1402;NOVÁKOVÁ Petra;335;22;Advanced;13;17;0,45;4;0,67;25;22;3
1403;PĚCHOVOVÁ Michala;346;22;Advanced;10;7;0,18;5;0,71;31;22;9
1404;POKORNÁ (ŠÁMALOVÁ) Anna;340;22;Advanced;18;15;0,39;3;0,50;25;23;2
1405;POTOČKOVÁ Kateřina;342;22;Advanced;23;23;0,61;3;0,43;24;28;-4
1406;PROKŠÍKOVÁ Patricie;344;22;Advanced;6;3;0,08;6;0,86;33;17;16
1407;RAJNOCH Barbora;348;22;Advanced;9;11;0,29;5;0,71;33;23;10
1408;SALIGEROVÁ Kateřina;355;22;Advanced;3;9;0,24;6;1,00;27;9;18
1409;SAMKO Anastasiia;356;22;Advanced;5;3;0,08;6;0,86;34;18;16
1410;SLUŠNÁ Karolína;361;22;Advanced;16;19;0,50;3;0,50;24;20;4
1411;ŠMÍDOVÁ Daniela;368;22;Advanced;26;26;0,68;2;0,33;26;26;0
1412;SYROVÁTKOVÁ Iva;365;22;Eliminated;37;37;0,97;0;0,00;35;14;-21
1413;TODORYSHYNA Viktoriia;372;22;Advanced;19;20;0,53;3;0,50;23;25;-2
1414;TŮMOVÁ Šárka;379;22;Advanced;28;28;0,74;2;0,29;28;29;-1
1415;VÁCHOVÁ Tereza;390;22;Advanced;30;30;0,79;2;0,29;19;32;-13
1416;VINCENCOVÁ Ester;383;22;Advanced;12;13;0,34;5;0,71;32;25;7
1417;WEISOVÁ Kateřina;392;22;Advanced;25;25;0,66;3;0,43;22;30;-8
1418;YOUSEF Mira;393;22;Advanced;17;14;0,37;3;0,50;21;17;4
1419;ZIEGLEROVÁ Adéla Anna;394;22;Eliminated;38;38;1,00;0;0,00;35;12;-23
1420;ADAMCOVÁ Anita;258;23;Advanced;21;7;0,16;3;0,50;23;20;3
1421;AIGERMANOVÁ Gabriela;259;23;Advanced;2;17;0,39;6;0,86;34;17;17
1422;BARTOŠKOVÁ Adéla;261;23;Advanced;25;26;0,59;3;0,50;21;23;-2
1423;CEJNAROVÁ Barbora;267;23;Advanced;18;22;0,50;4;0,57;29;18;11
1424;COUFALOVÁ Anna;270;23;Advanced;7;6;0,14;5;0,83;28;14;14
1425;DIVIŠOVÁ Klára;276;23;Advanced;23;25;0,57;3;0,50;23;23;0
1426;FRDLÍKOVÁ Markéta;282;23;Advanced;29;33;0,75;3;0,43;23;28;-5
1427;HANZLÍKOVÁ Klára;289;23;Advanced;30;30;0,68;3;0,43;23;30;-7
1428;HARTMANOVÁ Barbora;290;23;Advanced;9;18;0,41;5;0,83;28;16;12
1429;HAVLÍNOVÁ Tereza;291;23;Advanced;14;1;0,02;4;0,67;27;17;10
1430;HUNČÁROVÁ Katarína;295;23;Advanced;22;15;0,34;3;0,50;24;24;0
1431;CHALUPNÍKOVÁ Aranka;268;23;Advanced;8;11;0,25;5;0,83;29;16;13
1432;KINCLOVÁ Emma;305;23;Advanced;31;16;0,36;2;0,33;22;26;-4
1433;KOCOURKOVÁ Marie;306;23;Eliminated;39;39;0,89;1;0,17;17;29;-12
1434;KOPKOVÁ Hana;307;23;Eliminated;43;43;0,98;0;0,00;16;34;-18
1435;KORYCH (VACÍNOVÁ) Gabriela;308;23;Advanced;17;21;0,48;4;0,67;27;22;5
1436;KOŘÍNKOVÁ Magdaléna;309;23;Eliminated;42;42;0,95;0;0,00;14;30;-16
1437;KOŘÍNKOVÁ Miroslava;310;23;Eliminated;37;37;0,84;2;0,29;21;32;-11
1438;KŘENKOVÁ Karolína;315;23;Advanced;4;2;0,05;6;0,86;32;21;11
1439;KUGLEROVÁ Klára;312;23;Advanced;19;23;0,52;4;0,57;28;27;1
1440;KÜHNOVÁ Karolína;314;23;Eliminated;38;38;0,86;1;0,17;16;26;-10
1441;MAIELLO Ester;324;23;Advanced;27;28;0,64;3;0,43;29;32;-3
1442;MATĚJČKOVÁ Lucie;326;23;Eliminated;44;44;1,00;0;0,00;15;35;-20
1443;NOVÁKOVÁ Petra;335;23;Advanced;13;13;0,30;5;0,71;30;24;6
1444;PĚCHOVOVÁ Michala;346;23;Advanced;1;3;0,07;7;1,00;35;13;22
1445;POKORNÁ (ŠÁMALOVÁ) Anna;340;23;Advanced;16;14;0,32;4;0,67;24;18;6
1446;POTOČKOVÁ Kateřina;342;23;Advanced;6;5;0,11;5;0,83;29;14;15
1447;PRCHALOVÁ Eliška;343;23;Eliminated;41;41;0,93;1;0,14;16;34;-18
1448;PROKŠÍKOVÁ Patricie;344;23;Advanced;5;10;0,23;6;0,86;30;21;9
1449;RAJNOCH Barbora;348;23;Advanced;12;20;0,45;5;0,71;31;21;10
1450;ROHANOVÁ Anna;350;23;Advanced;35;36;0,82;2;0,29;25;32;-7
1451;SLUŠNÁ Karolína;361;23;Advanced;34;35;0,80;2;0,29;25;31;-6
1452;SVOBODA (ŠEDIVÁ) Michaela;364;23;Advanced;11;19;0,43;5;0,71;31;20;11
1453;ŠPATENKOVÁ Anna;369;23;Advanced;10;12;0,27;5;0,71;32;17;15
1454;TÓBISZOVÁ Monika;378;23;Eliminated;44;44;1,00;0;0,00;15;35;-20
1455;TODORYSHYNA Viktoriia;372;23;Advanced;20;24;0,55;4;0,57;29;29;0
1456;TŮMOVÁ Šárka;379;23;Advanced;32;34;0,77;2;0,33;18;28;-10
1457;TYRPEKLOVÁ Amélie;377;23;Advanced;36;32;0,73;2;0,29;20;29;-9
1458;URBÁNKOVÁ Klára;380;23;Advanced;33;31;0,70;2;0,33;15;27;-12
1459;VÁCHOVÁ Tereza;390;23;Eliminated;40;40;0,91;1;0,17;14;29;-15
1460;VALENTOVÁ Amálie;382;23;Advanced;24;8;0,18;3;0,50;21;22;-1
1461;VINCENCOVÁ Ester;383;23;Advanced;15;3;0,07;4;0,67;25;16;9
1462;VYSLOUŽILOVÁ Vanda;389;23;Advanced;28;29;0,66;3;0,43;25;28;-3
1463;WEISOVÁ Kateřina;392;23;Advanced;26;27;0,61;3;0,50;22;27;-5
1464;YOUSEF Mira;393;23;Advanced;3;9;0,20;6;0,86;34;20;14
